,#songs query,songs
13,15,"[u'Miles Davis- Submission', u'Billie Holiday- I Love My Man', u'Johann Sebastian Bach- 6 Schubler Chorales, BWV 645-650: Wachet auf, ruft uns die Stimme, BWV 645', u'Hank Williams- When God Dips His Love In My Heart', u""The Zombies- You'll Go from Me (Demo Version)"", u'Nada Surf- When I Was Young (Live)', u'Tangerine Dream- A Bit Of An Awkward Situation', u'Life- Maravilhado', u""DJ Drama- Wanna B's"", u'Maria Callas- Norma_ _casta diva_ London Royal Hall']"
14,15,"[u'Elvis Presley- Could I Fall In Love', u""Queen- Don't Stop Me Now (With Long-Lost Guitars)"", u'Justin Timberlake- Cry Me A River', u'Taylor Swift- Breathe (Instrumental Only, No Bv)', u'John Lennon- How?', u'T.I.- F....k Da City Up', u'Bj\xf6rk- Unison (Live - Vespertine World Tour 2001)', u'The Band- Yazoo Street Scandal (2000 Digital Remaster)', u""Johann Sebastian Bach- Choral, BWV 652 'Komm, Heiliger Geist'"", u'Trey Songz- Bottoms Up (feat. Nicki Minaj)']"
15,15,"[u'Lil Wayne- My Homies Still (Explicit)', u'Paul McCartney- Hey Jude (Live at CitiField, NYC - Digital Audio)', u'Marilyn Manson- Manson Interview [Six]', u'Jimmy Eat World- Disintegration', u'Sade- Sar Beni', u'Gucci Mane- Big Shit (feat. Gucci Mane)', u'Duke Ellington- Sidewalks Of New York', u'Air- High Point', u'Atmosphere- Bob Seger', u'Charlie Parker- Repetition (Live (1947/Carnegie Hall))']"
16,15,"[u'U2- The Saints Are Coming - Live from New Orleans', u'Justin Timberlake- What Goes Around... Comes Around', u'Justin Timberlake- What Goes Around...Comes Around (Radio Edit)', u'Pearl Jam- Infallible', u'Weezer- Memories', u'Chuck Berry- Run Rudolph Run', u'Placebo- Because I Want You (Lamacq Live)', u'Robert Johnson- Escape From New York', u'The Streets- Tricks', u'Dream- Hand in Hand']"
17,15,"[u'Judas Priest- Turbo Lover', u'Johann Sebastian Bach- Part III: Herrscher des Himmels, erhore das Lallen \u2026 (Chorus)', u""Luther Vandross- Goin' Out Of My Head"", u'Duke Ellington- Too Kee', u""Duke Ellington- I Can't Believe That You're In With Me"", u'Sean Paul- Do My Thang', u'Etta James- Hold Back The Tears', u'Scorpions- Eye To Eye', u'Porcupine Tree- .3', u'Skillet- Forgiven']"
18,15,"[u'Bob Dylan- Wiggle Wiggle', u'Johnny Cash- Give My Love to Rose (Alternative 1)', u'Beyonc\xe9- Ego', u'R.E.M.- West Of The Fields', u'Ozzy Osbourne- Woman', u'Heart- I Need The Rain', u'Incubus- Love Hurts', u'Genesis- Karaoke: Never A Time', u'Genesis- Karaoke - Never A Time', u'Deftones- Poltergeist']"
19,15,"[u'Johnny Cash- The Caretaker', u'Depeche Mode- Slowblow (Original Version/Non Album Track)', u'Taylor Swift- Today Was A Fairytale', u""The Beach Boys- Surfin' Safari"", u'Pantera- The Sleep (Demo)', u'Death Cab for Cutie- All is Full of Love', u'Ella Fitzgerald- My Man', u'Jethro Tull- Crazed Institution (2002 Digital Remaster)', u'Faith Hill- One (Album Version)', u'Mario- Idi, nevoljo']"
20,15,"[u'Britney Spears- Outta This World', u'Linkin Park- In Pieces (Live from Koln, 2008)', u'Snoop Dogg- Show Me Love', u'Beck- Emergency Exit', u'Megadeth- Sudden Death', u'Willie Nelson- What Can You Do to Me Now?', u'Bloc Party- Compliments', u'Bloc Party- Compliments (Shibuyaka Remix by Nick Zinner)', u""Adele- I'll Be Waiting"", u'ABBA- Karaoke: The Name Of The Game']"
21,15,"[u'Jimi Hendrix- MACHINE GUN (Live)/(CONTENT!)', u'Pearl Jam- Porch (May 16, 2006 - Chicago, IL)', u""Rihanna- There's A Thug In My Life"", u""Miles Davis- Trane's Blues"", u""T.I.- 24's"", u'Merle Haggard- Jesus, Take A Hold (24-Bit Digitally Remastered 05)', u'Diana Ross- Baltimore Brothel (Lady Sings The Blues/Soundtrack Version)', u'Alabama- Song Of The South', u'John Williams- Far and Away: End Title (arr. for band)', u'Jason Der\xfclo- Pick Up The Pieces (feat. Louisy Joseph)']"
22,15,"[u'Elvis Presley- Blue Hawaii', u'Taylor Swift- Enchanted (Karaoke Version)', u'Miles Davis- Milestones', u'Eagles- Hole In The World', u'Timbaland- Long Way Down (Featuring Daughtry)', u""Young Jeezy- 22's Or Better"", u'Sepultura- Sunshine baby', u'Nightwish- Whoever Brings The Night', u'Jill Scott- Still Here', u'Pat Metheny- Traveling Fast']"
23,15,"[u'2Pac- Never Call U Bitch Again', u'Sting- Forget About The Future', u'Rage Against the Machine- Year Of Tha Boomerang', u'P!nk- Tell Me Something Good', u'Chuck Berry- Little Queenie', u'Duke Ellington- Deep South Suite (Magnolias Dripping In Molasses) - Pt 1', u""Jane's Addiction- Mountain Song ( LP Version )"", u'Tim McGraw- Mexicoma', u'Phish- Meatstick', u'Hall & Oates- Abandoned Luncheonette (Previously Unreleased, Live At The New Victoria Theatre, London, October 3, 1975)']"
24,15,"[u""Jay-Z- Hola' Hovito"", u'Ozzy Osbourne- The Almighty Dollar', u'Sex Pistols- \u3082\u3082\u3053', u""John Legend- Maxine's Interlude"", u'Gorillaz- Clint Eastwood', u'DMX- Already', u'Madness- Mr Crackhead (Old School Mix)', u'The Knife- The Height Of Summer', u'311- Hey You', u'The Specials- Little Bitch (Live)']"
25,15,"[u'The Clash- Let Me Give It To You', u""Neil Young- Ain't It The Truth"", u'Miley Cyrus- I Miss You', u'Pantera- Hero -instrumental-', u'Ti\xebsto- SONG FOR MEI', u'R. Kelly- To The Homies That We Lost', u'C\xe9line Dion- Un amour pour moi', u""Fall Out Boy- Sugar, We're Goin Down (AOL Music Live)"", u'Sade- Immigrant', u'James- Fire Rain']"
26,15,"[u""The Beatles- Can't Buy Me Love"", u""Elvis Presley- Don't Be Cruel (Afternoon Show - Live 26th September 1956)"", u'Pearl Jam- Lukin (July 6, 2003 - Camden)', u'Bj\xf6rk- Army of Me', u'Frank Sinatra- Love Is a Many Splendored Thing', u'The Prodigy- Co-Pilot (feat. Wiz Khalifa)', u'Billy Joel- Tomorrow Is Today (Live April 1972 At Sigma Sound Studios, WMMR Radio, Philadelphia, PA)', u'Mary J. Blige- Reminisce', u""Billie Holiday- Billie's Blues"", u'Tori Amos- Cloud on my Tongue']"
27,15,"[u'Lil Wayne- What Does Life Mean To Me', u'U2- Moment Of Surrender', u'U2- Original Of The Species (Single Version)', u'Nas- Fetus', u'The Killers- \u8efd\u3044\u30ce\u30a4\u30ed\u30fc\u30bc', u'Wu-Tang Clan- Radiant Jewels FEAT. Raekwon, Cormega, Sean Price', u'Paul McCartney- Spinning On An Axis', u'Bloc Party- Trojan Horse (John B Remix)', u'Joni Mitchell- Big Yellow Taxi', u'Morrissey- Karaoke: The More You Ignore Me, The Closer I Get']"
28,15,"[u'Frank Sinatra- Strange Music (78 rpm Version)', u'Billy Joel- Karaoke: Piano Man', u'Deadmau5- Strobe (DJ Marky & S.P.Y. Remix)', u'Mary J. Blige- Good Woman Down (iTunes Original)', u'The Verve- \u305d\u308c\u304b\u3089\u50d5\u304c\u8003\u3048\u305f\u3053\u3068 (FROM ME TO YOU)', u""Norah Jones- She's 22"", u'The Game- Game Outro (studio)', u'Disturbed- Serpentine', u'Down- Everlasting Nights', u'LL Cool J- Karaoke: Hey Lover']"
29,15,"[u'Elvis Presley- Bridge over Troubled Water', u'The Beach Boys- Surf Jam', u'Frank Sinatra- White Christmas', u""Bon Jovi- Janie, Don't Take Your Love To Town"", u'Sam Cooke- Jesus Will Lead Me To That Promised Land (Take 1/Alt.)', u'Enrique Iglesias- One Day At A Time', u'All Time Low- Get Down On Your Knees And Tell Me You Love Me', u'Nelly Furtado- Big Hoops (Bigger The Better) (Darkchild Jungle Club Mix)', u'Trivium- Contempt Breeds Contamination', u""Kasabian- LSF (Live From BBC 1's Radio Live Lounge)""]"
30,15,"[u'Depeche Mode- In Chains', u'Nine Inch Nails- 11 The Warning', u'Christina Aguilera- Reu Doo Garn', u""Rush- Workin' Them Angels"", u'The Prodigy- Gangsta Love (feat. Esther) (clean)', u""C\xe9line Dion- Pour Que Tu M'aimes Encore (Pbo Version) (Playback Only Version)"", u'Feist- Venusian', u'Disturbed- Indestructible', u'Anthrax- Inside Out', u'Duke Ellington- Stompy Jones (Live 1958)']"
31,15,"[u'Pearl Jam- State Of Love and Trust (July 3, 2006 - Denver, Co)', u'Nas- Street Dreams', u'The Notorious B.I.G.- One More Chance/The Legacy Remix [feat. CJ Wallace & Faith Evans] (Soundtrack Version) (Amended)', u'Peter Gabriel- No Way Out', u'Carrie Underwood- Play On', u""Marilyn Manson- Rock 'N' Roll Nigger"", u""Nelly- Tippin' In Da Club"", u'Young Jeezy- Geeked Up', u'Dire Straits- Twisting By The Pool', u'Duke Ellington- Solid Old Man']"
32,15,"[u'Madonna- Oh My (Disco Mix)', u'Elvis Presley- Young Dreams', u'50 Cent- Outta Control (Remix- Instrumental)', u'Eric Clapton- Marry You', u'The Jam- 12222', u'Johann Sebastian Bach- Part II: Recitaive: Und die Kriegsknechte flochten eine Krone (Evangelist, Chorus, Pilate, Jesus)', u'Norah Jones- Back To Manhattan', u'Sade- Live You Again', u'A Tribe Called Quest- Bonita Applebum (12"" Why? Edit)', u'Phish- NICU (Album)']"
33,15,"[u'Iron Maiden- Iron Maiden (Live At Estadio Nacional, Santiago)', u'Jay-Z- Who You Wit II', u'Beastie Boys- 07. Baby', u""R. Kelly- Just Can't Get Enough"", u'Johann Sebastian Bach- Magnificat In C Major, Bwv Anh. 30: Fecit Potentiam (Alto 2, Tenor 2)', u'Johann Sebastian Bach- Violin Sonata in B minor', u'Jimmy Eat World- Your House', u'Otis Redding- Tell The Truth', u'My Chemical Romance- You Know What They Do To Guys Like Us In Prison', u'Hank Williams- I Dreamed About Mama Last Night']"
34,15,"[u'Linkin Park- High Voltage', u'Johann Sebastian Bach- Das Wohltemperierte Klavier: Book 2, Bwv 870-893: Pr\xe4ludium D-Dur, Bwv 874', u'Louis Armstrong- Song Of The Vipers', u'Will Smith- Block Party', u'Al Green- Stop And Check Myself', u'Children of Bodom- Hate Me', u""Waylon Jennings- Foolin' Around"", u'Daddy Yankee- Tu Principe', u'Madlib- Indian Deli', u'Claude Debussy- Adagio assai']"
35,15,"[u'Michael Jackson- You Rock My World (Radio Edit)', u'Johnny Cash- It Could Be You', u'Green Day- Nightlife', u'Linkin Park- ONE STEP CLOSER (Live)', u'50 Cent- I Get It In (Album Version (Edited))', u'50 Cent- So Amazing featuring Olivia (Album Version (Explicit))', u'Genesis- Jesus He Knows Me', u'Moby- Into The Blue', u'C\xe9line Dion- On ne change pas', u'Rick Ross- Mean on the streets']"
36,15,"[u""Jay-Z- Brooklyn's Finest"", u'Nas- If I Ruled the World (Imagine That) [Instrumental Version]', u'Miley Cyrus- Party In The U.S.A.', u'Mary J. Blige- Don\u2019t Go', u'Kylie Minogue- Surrender', u'Frank Zappa- Nasal Retentive Calliope Music', u'Ennio Morricone- Karol E Gli Invasori', u'Sean Paul- International Affair [feat. Debbie Nova]', u'Robert Johnson- Hell Hound On My Trail', u'Lily Allen- Him']"
37,15,"[u'The Smashing Pumpkins- Sparrow', u'Johann Sebastian Bach- Die Kunst Der Fuge (The Art Of Fugue), BWV 1080a: Fugue 14 (Forma Inversa) (Contrapunctus 13)', u'Ice Cube- Roll All Day (Edited)', u""The Game- Game's Pain"", u""Animal Collective- It's You"", u'Cypress Hill- Carry Me Away (feat. Mike Shinoda)', u'George Jones- With Half a Heart', u'Duke Ellington- Harlem Air-Shaft (Original Mix)', u'Ministry- No W', u'Seal- Here I Am [Come And Take Me] [Live]']"
38,15,"[u'Daft Punk- End Of Line', u'Beyonc\xe9- Standing On The Sun', u'blink-182- Give Me One Good Reason', u'Jason Mraz- Sleep All Day', u'Mary J. Blige- Sweet Thing', u'Sepultura- You are my friend', u'Goo Goo Dolls- Now I Hear (Live from SoHo)', u'Bee Gees- \u3044\u3044\u4eba\u306b\u9022\u3048\u308b\u3055', u'Cypress Hill- High Life', u""Roy Orbison- I'll Say It's My Fault""]"
39,15,"[u'Bob Dylan- Ragged & Dirty', u'Eminem- CLEANIN OUT MY CLOSET (Jackknife Mix)/(LYRICS!)(CONTEN', u'Lady Gaga- Alejandro (Radio Edit)', u'Common- Ghetto Dreams (feat. Nas)', u'B.B. King- I Wanna Know', u'Ella Fitzgerald- Summertime', u'Chaka Khan- The Woman I Am', u'The Specials- The bee of love\uff5e\u3042\u308b\u8702\u306e\u611b\u306e\u7269\u8a9e\uff5e', u'Erasure- Boy (Pete Anderson Remix)', u'Funkadelic- Alice in My Fantasies']"
40,15,"[u'Linkin Park- ROADS UNTRAVELED', u'The Beach Boys- Track 8', u""David Guetta- The World Is Mine (Paul Oakenfold's Downtempo Mix)"", u'Pantera- Summer Lover', u'Slayer- Supremist', u""Shakira- Hips Don't Lie (AC Edit Alternate)"", u'Genesis- Living Forever', u'The Flaming Lips- Ego Tripping At The Gates Of Hell (Ego In Acceleration) (Jason Bentley Remix)', u'Ti\xebsto- Sweet Misery', u'P!nk- Stupid Girls']"
41,15,"[u'Stevie Wonder- Superstition', u'Nas- Count Your Blessings', u'M.I.A.- GALANG (Serj Tankian Remix)/(Clean)/(LYRICS!)', u'Dio- One Night In The City', u'Sepultura- End Of Loop', u'Rise Against- Costa Rica November 2012', u'Maxwell- Get To Know Ya', u'Ludwig van Beethoven- Symphony No. 5 in C minor, Op. 67: I. Allegro con brio', u'Lil Jon- Get Low', u'Iced Earth- Boiling Point']"
42,15,"[u'John Mayer- Neon', u""Frank Sinatra- I'll Never Smile Again"", u'Frank Sinatra- Nancy With the Laughing Face', u'B.B. King- Better days', u'The Game- TOUCHDOWN (Radio)/(Intro Edit)/(LYRICS!)/(CONTENT!)', u""Ministry- Let's Go"", u'Merle Haggard- Bill Woods From Bakersfield', u'Waylon Jennings- Mississippi Woman', u'The Monkees- Do You Feel It Too?', u'Barbra Streisand- How Do You Keep The Music Playing?']"
43,15,"[u'R. Kelly- Pretty Girls', u'B.B. King- He is not for me(OCTOPUSSY Remix)', u'Janet Jackson- Feels So Right', u'Journey- If He Should Break Your Heart', u'Cypress Hill- Ganja Bus', u""Merle Haggard- It's Not Love (But It's Not Bad)"", u'Madness- We Want Freddie', u'Foreigner- Angel Tonight', u""Dizzy Gillespie- Blue 'N' Boogie"", u'Jackson 5- I\u2019ll Try You\u2019ll Try (Maybe We\u2019ll All Get By)']"
44,15,"[u'Jay-Z- Change Clothes', u'Oasis- Force Of Nature', u'Fleetwood Mac- The Ledge', u'Aretha Franklin- Karaoke: Rock Steady', u'The Chemical Brothers- Galvanize (Album Version)', u'Chuck Berry- Mafia 2: Nadine', u'No Doubt- Settle Down (Radio Edit)', u""Sly & The Family Stone- Runnin' Away"", u'George Benson- One Like You', u'Charles Mingus- What Is This Thing Called Love?']"
45,15,"[u'Depeche Mode- Precious', u'Depeche Mode- Freestate (Clark Remix)', u'Bj\xf6rk- I Go Humble', u'Massive Attack- Butterfly Caught (Paul Daley Remix)', u""Rush- What You're Doing (Live)"", u'R. Kelly- Trapped In The Closet Chapter 17', u'Rick Ross- Rick Ross Interlude', u'Luther Vandross- The Mistletoe Jam (Everybody Kiss Somebody)', u'Duke Ellington- Tu es mon rocher (Live)', u'Ennio Morricone- Ribellione']"
46,15,"[u'Elvis Presley- Baby, Let\xb4s Play House', u'The Beach Boys- Daybreak Over The Ocean (Lyric Video)', u'Massive Attack- Butterfly Caught', u'Frank Sinatra- Love And Marriage', u'Frank Sinatra- The Curse of an Aching Heart', u""Alice Cooper- Medley: Ain't That Just Like A Woman / Goin' To The River / Nobody Likes Me /  Painting A Picture"", u'Johann Sebastian Bach- Variation 27 - Canone alla None', u'Duran Duran- To Whom It May Concern', u'Keith Urban- I Told You So', u'George Jones- You Must Have Walked Across My Mind Again']"
47,15,"[u'Johann Sebastian Bach- J.S. Bach: Sonata nach Reinken in la minore, BWV 965 - Fuga', u'The Animals- High Streets', u""Phish- Mike's Groove"", u'De La Soul- Friends', u'B.o.B- One Day', u'Chicago- Come To Me, Do', u'The Kills- Damned If She Do', u'Richard Marx- Everything Good', u'iiO- What a Way (feat.Nadia Ali)', u""L'Arc~en~Ciel- I Love Rock'n Roll""]"
48,15,"[u'Pink Floyd- Mudmen (2011 - Remaster)', u""Nirvana- Help Me, I'm Hungry (Live)"", u'Moby- One Time We Lived', u'Santana- Summer Story\uff0e\uff0e\uff0e', u'Santana- To You\uff0e\uff0e\uff0e\u3082\u3046\u4e00\u5ea6 feat\uff0e AZU -Instrumental-', u'Sufjan Stevens- Let\u2019s Hear That String Part Again because I Don\u2019t Think They Heard It All The Way Out In Bushnell', u""Backstreet Boys- Karaoke: Everybody (Backstreet's Back)"", u""Backstreet Boys- Karaoke - Everybody (Backstreet's Back)"", u'Breaking Benjamin- I Will Not Bow', u'Boyz II Men- Benefit Of A Fool']"
49,15,"[u'Miles Davis- Yesternow', u'Frank Sinatra- You Are', u""R. Kelly- Hangin' Out"", u'The Chemical Brothers- Music : Response', u""B.B. King- Cryin' Won't Help You Now"", u'Thelonious Monk- One Foot In The Gutter', u'Tricky- For Real', u'John Cage- Sonata IV', u'Blue- Get Down On It (Radio Edit) (Feat. Kool & The Gang and Lil Kim)', u'J.J. Cale- Deep Dark Dungeon']"
50,15,"[u'John Lennon- Beautiful Boy (Darling Boy)', u'Justin Bieber- Boyfriend', u'Bj\xf6rk- Thunderbolt (King Cannibal Remix)', u'Zero 7- On My Own (Dub Version)', u""Armin van Buuren- Yet Another Day (Armin's Downtempo Extended Mix)"", u'Sepultura- Driving Limit', u'Love- Raining Stars (feat. Sister T)', u'Robbie Williams- Rudebox (Soul Mekanik Extended Dub)', u'Iron & Wine- We All, Us Three, Will Ride', u'Porcupine Tree- Bonnie the Cat']"
51,15,"[u'The Beach Boys- The Surfer Moon', u'Billy Joel- All About Soul', u'Keith Urban- SOMEBODY LIKE YOU (LIVE)', u'Enigma- T.N.T. For The Brain.', u'Enigma- T.N.T. For The Brain (Midnight Man Remix)', u'Jimmy Cliff- Over the border feat. Joe Strummer', u'The Fall- Impression Of J. Temperance', u'Jay Sean- Maybe (Panjabi Hit Squad Remix)', u'Trentem\xf8ller- Tide (Efterklang Remix)', u'Trentem\xf8ller- Tide']"
52,15,"[u""Bob Dylan- Katie' Been Gone"", u'Nine Inch Nails- Only (El-P Remix)', u'Bruno Mars- Natalie', u'Boards of Canada- Seven Forty Seven', u'Gwen Stefani- Early Winter', u'Enrique Iglesias- Experiencia Religiosa', u'Diddy- Wanna Move Featuring Big Boi, Ciara & Scar', u'Lamb- Gold (Mr Scruff Mix)', u""Spice Girls- Ain't No Stopping Us Now (Feat. Luther Vandross)"", u'Helloween- Take Me Home']"
53,15,"[u'Elvis Presley- Tutti Frutti (Remastered Version)', u""Frank Sinatra- There's A Small Hotel"", u'Willie Nelson- Let Me Talk To You', u'The Black Eyed Peas- Shut Up', u'Johann Sebastian Bach- St Matthew Passion, BWV 244 (Sung in Swedish): Part II: Chorale: Fjarran fran min faders boning (Chorus)', u'Johann Sebastian Bach- Goldberg Variations, Bwv 988 : Aria Da Capo', u""Fergie- BIG GIRLS DON'T CRY"", u'They Might Be Giants- Marty Beller Mask', u""Damien Rice- The Blower's Daughter"", u'*NSync- Here We Go']"
54,15,"[u'Elvis Presley- One Night  - 25th March 1961', u'The Band- Jemima Surrender (Alternate Take)', u'Whitney Houston- GET UP\uff01', u'Incubus- Talk Shows On Mute', u'Genesis- Hidden In The World Of Dawn (Demo 1968)', u'Johann Sebastian Bach- Wir glauben all\u2019 an einen Gott, BWV 765', u'Bee Gees- Walking On Air', u'Devo- Use Me', u'Jet- Glorified (forever)', u'In Flames- Pinball Map']"
55,15,"[u'Maroon 5- This Love (Cut Copy Galactic Beach House Mix)', u""Santana- Maria Maria (Pumpin' Dolls Club Mix)"", u'Blondie- Heart Of Glass', u'Nightwish- Arabesque (Instrumental)', u'N.E.R.D.- She Wants To Move (DFA Remix)', u'Four Tet- Reversing', u'Helloween- Walk Your Way', u'Marc Anthony- Tragedy (New Album Version (Ric Wake Version))', u'E-40- On That Vodka (feat. Goldie Gold & San Quinn)', u'Groove Armada- Black Sheep']"
56,15,"[u'Lady Gaga- Heavy Metal Lover', u'U2- Last Night On Earth', u'Leonard Cohen- Alexandra Leaving', u'Aphex Twin- Xtal', u'Kylie Minogue- Like A Drug (Live in New York)', u'Spice Girls- Let Love Lead The Way (Radio Edit)', u'Laura Pausini- Se fu\xe8', u'Eric Johnson- Your Book', u'Luna- Levaste Tudo', u'Zoe- N-tro (Man I Am)']"
57,15,"[u'Black Sabbath- 1-07 Warning', u'Bj\xf6rk- Innocence (Ghostigital Untouchable Innocence Still Amazes Fearless 12"" remix)', u'Marvin Gaye- Pool Hall (Trouble Man Original Film Score)', u""Grateful Dead- He's Gone [Live at Philadelphia Civic Center, Philadelphia, PA, August 4-5, 1974]"", u'Enrique Iglesias- No Es Amor (Spanish Version ""Not In Love"")', u'Paul van Dyk- White Lies (Count Mix) (Feat. Jessica Sutta)', u'Mika- Lola', u'Motion City Soundtrack- Modern Chemistry', u'Leonard Bernstein- Octet For Wind Instruments: Finale', u'Matt Nathanson- Birthday Girl']"
58,15,"[u'R. Kelly- Sweet Tooth (Main Version - Explicit)', u'Ne-Yo- The Best Part (Is You)', u'Johann Sebastian Bach- Overture in the French Style in C minor: Gigue', u'Phoenix- Trying To Be Cool (RAC Mix)', u'Morrissey- Heir Apparent', u'Sade- Slave Song', u'Keane- The Lovers Are Losing (CSS Remix)', u'Robbie Williams- Tripping (Radio Edit)', u'Tori Amos- Hey Jupiter (Live In Detroit 10/27/07)', u'Nelly Furtado- Spirit Indestructible']"
59,15,"[u'Britney Spears- Gimme More', u'Hank Williams- May You Never Be Alone', u'Steve Earle- N.Y.C.', u'Melvins- Dies Iraea (long version)', u'Randy Newman- March Of The Protestants (Faust Demo)', u'Front 242- Angst', u'Robert Schumann- Carnaval Op. 9: Xviii. Paganini (Intermezzo)', u'Change- Ceasefire', u'People- These Are The Rules (Original Mix)', u'Joy- Jesus, Lover of My Soul']"
60,15,"[u'The Beatles- TILL THERE WAS YOU (BBC)', u'Madonna- Sportsex Session 21', u'Depeche Mode- People Are People (Different Mix)', u'Britney Spears- Inside Out', u'Nine Inch Nails- The Hand That Feeds (DFA Remix)', u'Bj\xf6rk- Cosmogony (El Guincho Remix produced by Pablo D\xedaz-Reixa)', u'Sting- The History Of ""I Burn For You""', u'Rush- Deep With Me Tonite', u'P!nk- M!ssundaztood', u'M.I.A.- $20']"
